entry_id,src_oui,dst_oui,protocol,bidirectional_total_duration_ms,bidirectional_total_packets,bidirectional_total_bytes,src2dst_total_duration_ms,src2dst_total_packets,src2dst_total_bytes,dst2src_total_duration_ms,dst2src_total_packets,dst2src_total_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stdev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stdev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stdev_ps,dst2src_max_ps,label,bidirectional_transmission_rate_byte_ms,bidirectional_transmission_rate_ms,dst2src_transmission_rate_bytes_ms,dst2src_transmission_rate_ms,src2dst_transmission_rate_bytes_ms,src2dst_transmission_rate_ms
7598,Belkin International Inc.,"Samsung Electronics Co.,Ltd",6,28.0,10.0,2032.0,27.0,5.0,524.0,25.0,5.0,1508.0,66.0,203.2,367.4817606962888,1236.0,66.0,104.8,82.36018455540274,252.0,66.0,301.6,522.3569660682242,1236.0,smart_motion_sensor,72.57142857142857,0.3571428571428571,60.32,0.2,19.40740740740741,0.1851851851851851
7645,Belkin International Inc.,"Samsung Electronics Co.,Ltd",6,28.0,10.0,2032.0,22.0,5.0,524.0,24.0,5.0,1508.0,66.0,203.2,367.4817606962888,1236.0,66.0,104.8,82.36018455540274,252.0,66.0,301.6,522.3569660682242,1236.0,smart_motion_sensor,72.57142857142857,0.3571428571428571,62.833333333333336,0.2083333333333333,23.818181818181817,0.2272727272727272
8221,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,250.0,2.0,180.0,1.0,1.0,90.0,1.0,1.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,smart_speaker,0.72,0.008,90.0,1.0,90.0,1.0
9340,"TP-LINK TECHNOLOGIES CO.,LTD.",IPV6 Multicast,58,119160.0,2.0,172.0,119160.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,router,0.001443437395099,1.6784155756965425e-05,0.0,0.0,0.001443437395099,1.6784155756965425e-05
9871,Belkin International Inc.,Belkin International Inc.,6,65.0,14.0,4740.0,65.0,7.0,653.0,63.0,7.0,4087.0,66.0,338.57142857142856,516.4236058308534,1514.0,66.0,93.28571428571428,68.72824331067562,249.0,66.0,583.8571428571428,657.8197393844376,1514.0,smart_motion_sensor,72.92307692307692,0.2153846153846154,64.87301587301587,0.1111111111111111,10.046153846153846,0.1076923076923077
9975,"TP-LINK TECHNOLOGIES CO.,LTD.",Physical Graph Corporation,1,36010.0,11.0,1477.0,36010.0,11.0,1477.0,1.0,0.0,0.0,82.0,134.2727272727273,46.43940333184936,204.0,82.0,134.2727272727273,46.43940333184936,204.0,0.0,0.0,0.0,0.0,router,0.0410163843376839,0.0003054707025826,0.0,0.0,0.0410163843376839,0.0003054707025826
10932,Netatmo,"TP-LINK TECHNOLOGIES CO.,LTD.",17,5001.0,2.0,150.0,5001.0,2.0,150.0,1.0,0.0,0.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,smart_camera,0.02999400119976,0.0003999200159968,0.0,0.0,0.02999400119976,0.0003999200159968
10995,Netatmo,"TP-LINK TECHNOLOGIES CO.,LTD.",17,10.0,2.0,458.0,1.0,1.0,85.0,1.0,1.0,373.0,85.0,229.0,203.64675298172568,373.0,85.0,85.0,0.0,85.0,373.0,373.0,0.0,373.0,smart_camera,45.8,0.2,373.0,1.0,85.0,1.0
11925,Belkin International Inc.,Belkin International Inc.,6,80.0,14.0,4740.0,73.0,7.0,653.0,61.0,7.0,4087.0,66.0,338.57142857142856,516.4236058308534,1514.0,66.0,93.28571428571428,68.72824331067562,249.0,66.0,583.8571428571428,657.8197393844376,1514.0,smart_motion_sensor,59.25,0.175,67.0,0.1147540983606557,8.945205479452055,0.0958904109589041
13666,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,26928.0,9.0,873.0,26928.0,9.0,873.0,1.0,0.0,0.0,97.0,97.0,0.0,97.0,97.0,97.0,0.0,97.0,0.0,0.0,0.0,0.0,mobile,0.0324197860962566,0.0003342245989304,0.0,0.0,0.0324197860962566,0.0003342245989304
14395,"Samsung Electronics Co.,Ltd",Multicast,2,119252.0,2.0,92.0,119252.0,2.0,92.0,1.0,0.0,0.0,46.0,46.0,0.0,46.0,46.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,smart_camera,0.0007714755308087,1.6771207191493643e-05,0.0,0.0,0.0007714755308087,1.6771207191493643e-05
15546,Belkin International Inc.,Belkin International Inc.,6,51.0,14.0,4740.0,50.0,7.0,653.0,46.0,7.0,4087.0,66.0,338.57142857142856,516.4236058308534,1514.0,66.0,93.28571428571428,68.72824331067562,249.0,66.0,583.8571428571428,657.8197393844376,1514.0,smart_motion_sensor,92.94117647058825,0.2745098039215686,88.84782608695652,0.1521739130434782,13.06,0.14
16845,Belkin International Inc.,"Samsung Electronics Co.,Ltd",6,26.0,10.0,2032.0,19.0,5.0,524.0,23.0,5.0,1508.0,66.0,203.2,367.4817606962888,1236.0,66.0,104.8,82.36018455540274,252.0,66.0,301.6,522.3569660682242,1236.0,smart_motion_sensor,78.15384615384616,0.3846153846153846,65.56521739130434,0.217391304347826,27.57894736842105,0.2631578947368421
17449,"AMPAK Technology, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,23.0,2.0,239.0,1.0,1.0,82.0,1.0,1.0,157.0,82.0,119.5,53.033008588991066,157.0,82.0,82.0,0.0,82.0,157.0,157.0,0.0,157.0,mobile,10.391304347826088,0.0869565217391304,157.0,1.0,82.0,1.0
18359,Hewlett Packard,IPV6 Multicast,58,117752.0,2.0,172.0,117752.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_printer,0.001460697058224,1.6984849514233304e-05,0.0,0.0,0.001460697058224,1.6984849514233304e-05
18750,Hewlett Packard,Multicast,2,117119.0,2.0,92.0,117119.0,2.0,92.0,1.0,0.0,0.0,46.0,46.0,0.0,46.0,46.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,smart_printer,0.0007855258327,1.7076648536958136e-05,0.0,0.0,0.0007855258327,1.7076648536958136e-05
19705,Belkin International Inc.,Belkin International Inc.,6,44.0,14.0,4740.0,38.0,7.0,653.0,42.0,7.0,4087.0,66.0,338.57142857142856,516.4236058308534,1514.0,66.0,93.28571428571428,68.72824331067562,249.0,66.0,583.8571428571428,657.8197393844376,1514.0,smart_motion_sensor,107.72727272727272,0.3181818181818182,97.3095238095238,0.1666666666666666,17.18421052631579,0.1842105263157894
20303,"Samsung Electronics Co.,Ltd",IPV6 Multicast,58,119871.0,2.0,172.0,119871.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_camera,0.001434875824845,1.668460261447723e-05,0.0,0.0,0.001434875824845,1.668460261447723e-05
20535,"Samsung Electronics Co.,Ltd",IPV6 Multicast,58,118321.0,2.0,172.0,118321.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_camera,0.0014536726363029,1.6903170189569052e-05,0.0,0.0,0.0014536726363029,1.6903170189569052e-05
20978,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,1772260.0,199.0,30800.0,1772260.0,121.0,15428.0,1772095.0,78.0,15372.0,66.0,154.77386934673362,61.50654166245876,204.0,66.0,127.50413223140494,61.251547458947535,188.0,66.0,197.07692307692312,29.99340586869714,204.0,smart_camera,0.017378939884667,0.0001122860076963,0.0086744785127208,4.40156989326193e-05,0.0087052689785923,6.827440668976336e-05
22166,Hewlett Packard,IPV6 Multicast,58,116285.0,2.0,172.0,116285.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_printer,0.0014791245646472,1.719912284473492e-05,0.0,0.0,0.0014791245646472,1.719912284473492e-05
22505,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",6,314.0,6.0,412.0,314.0,4.0,272.0,151.0,2.0,140.0,66.0,68.66666666666667,4.131182235954578,74.0,66.0,68.0,4.000000000000001,74.0,66.0,70.0,5.656854249492381,74.0,smart_speaker,1.3121019108280254,0.019108280254777,0.9271523178807948,0.0132450331125827,0.8662420382165605,0.0127388535031847
22580,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",17,3.0,2.0,350.0,1.0,1.0,99.0,1.0,1.0,251.0,99.0,175.0,107.48023074035522,251.0,99.0,99.0,0.0,99.0,251.0,251.0,0.0,251.0,mobile,116.66666666666669,0.6666666666666666,251.0,1.0,99.0,1.0
23090,Withings,"TP-LINK TECHNOLOGIES CO.,LTD.",17,536.0,2.0,363.0,1.0,1.0,79.0,1.0,1.0,284.0,79.0,181.5,144.95689014324225,284.0,79.0,79.0,0.0,79.0,284.0,284.0,0.0,284.0,smart_camera,0.6772388059701493,0.003731343283582,284.0,1.0,79.0,1.0
24275,"TP-LINK TECHNOLOGIES CO.,LTD.",IPV6 Multicast,58,118410.0,2.0,172.0,118410.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,router,0.0014525800185795,1.6890465332319907e-05,0.0,0.0,0.0014525800185795,1.6890465332319907e-05
25024,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,260997.0,12.0,1080.0,260781.0,6.0,540.0,260781.0,6.0,540.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,smart_speaker,0.0041379785974551,4.597753997172381e-05,0.0020707030036697,2.3007811151886066e-05,0.0020707030036697,2.3007811151886066e-05
25763,Withings,"TP-LINK TECHNOLOGIES CO.,LTD.",6,902.0,12.0,2710.0,902.0,7.0,743.0,629.0,5.0,1967.0,66.0,225.8333333333333,415.3379419949568,1514.0,66.0,106.14285714285715,102.72362365660032,339.0,66.0,393.4,631.1844421403304,1514.0,smart_camera,3.0044345898004434,0.0133037694013303,3.1271860095389505,0.0079491255961844,0.8237250554323725,0.007760532150776
26117,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,4301.0,10.0,1507.0,4301.0,6.0,652.0,4298.0,4.0,855.0,66.0,150.70000000000002,191.421611458407,649.0,66.0,108.66666666666669,100.6432643879692,314.0,66.0,213.75,290.19117262016545,649.0,mobile,0.3503836317135549,0.002325040688212,0.1989297347603536,0.0009306654257794,0.1515926528714252,0.0013950244129272
26425,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,319247.0,14.0,1260.0,319085.0,7.0,630.0,319085.0,7.0,630.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90.0,smart_speaker,0.0039467872838272,4.3853192042525066e-05,0.0019743955372392,2.1937728191547707e-05,0.0019743955372392,2.1937728191547707e-05
29414,Hewlett Packard,"TP-LINK TECHNOLOGIES CO.,LTD.",6,1730990.0,54.0,5809.0,1730990.0,27.0,3834.0,1730786.0,27.0,1975.0,66.0,107.57407407407403,44.03669218459134,268.0,66.0,142.0,28.9243043929389,268.0,66.0,73.14814814814817,25.5925225012543,199.0,smart_printer,0.0033558830495843,3.1196020774239016e-05,0.0011411000551194,1.5599848854797763e-05,0.0022149174749709,1.5598010387119508e-05
29895,"TP-LINK TECHNOLOGIES CO.,LTD.",IPV6 Multicast,58,119240.0,2.0,172.0,119240.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,router,0.0014424689701442,1.677289500167729e-05,0.0,0.0,0.0014424689701442,1.677289500167729e-05
29985,"TP-LINK TECHNOLOGIES CO.,LTD.",IPV6 Multicast,58,119060.0,2.0,172.0,119060.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,router,0.0014446497564253,1.6798252981689905e-05,0.0,0.0,0.0014446497564253,1.6798252981689905e-05
30268,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,230.0,10.0,1221.0,230.0,6.0,636.0,227.0,4.0,585.0,66.0,122.1,115.68582934444092,379.0,66.0,106.0,94.11482348705756,298.0,66.0,146.25,155.21248875869065,379.0,smart_camera,5.308695652173913,0.0434782608695652,2.577092511013216,0.0176211453744493,2.765217391304348,0.0260869565217391
30417,Netatmo,"TP-LINK TECHNOLOGIES CO.,LTD.",1,2320.0,6.0,588.0,2009.0,3.0,294.0,2009.0,3.0,294.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,smart_camera,0.253448275862069,0.0025862068965517,0.1463414634146341,0.0014932802389248,0.1463414634146341,0.0014932802389248
30778,Hewlett Packard,IPV6 Multicast,58,119984.0,2.0,172.0,119984.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_printer,0.0014335244699293,1.6668889185224698e-05,0.0,0.0,0.0014335244699293,1.6668889185224698e-05
30868,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,10498.0,7.0,478.0,10358.0,4.0,272.0,10358.0,3.0,206.0,66.0,68.28571428571429,3.903600291794133,74.0,66.0,68.0,4.000000000000001,74.0,66.0,68.66666666666667,4.618802153517007,74.0,smart_camera,0.0455324823775957,0.0006667936749857,0.0198880092681984,0.0002896312029349,0.0262598957327669,0.0003861749372465
31804,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,10433.0,6.0,412.0,10292.0,3.0,206.0,10292.0,3.0,206.0,66.0,68.66666666666667,4.131182235954578,74.0,66.0,68.66666666666667,4.618802153517007,74.0,66.0,68.66666666666667,4.618802153517007,74.0,smart_camera,0.0394900795552573,0.0005750982459503,0.0200155460551884,0.0002914885347842,0.0200155460551884,0.0002914885347842
33797,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",1,40.0,20.0,1960.0,40.0,10.0,980.0,39.0,10.0,980.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,smart_speaker,49.0,0.5,25.128205128205128,0.2564102564102564,24.5,0.25
34102,Belkin International Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",17,22.0,4.0,823.0,21.0,2.0,163.0,2.0,2.0,660.0,74.0,205.75,170.6875800988461,443.0,74.0,81.5,10.606601717798211,89.0,217.0,330.0,159.80613254815975,443.0,smart_switch,37.40909090909091,0.1818181818181818,330.0,1.0,7.761904761904762,0.0952380952380952
35603,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",1,42.0,10.0,980.0,41.0,5.0,490.0,41.0,5.0,490.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,smart_speaker,23.33333333333333,0.238095238095238,11.951219512195122,0.1219512195121951,11.951219512195122,0.1219512195121951
36128,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",1,83.0,20.0,1960.0,83.0,10.0,980.0,83.0,10.0,980.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,smart_speaker,23.6144578313253,0.2409638554216867,11.80722891566265,0.1204819277108433,11.80722891566265,0.1204819277108433
36301,Amazon Technologies Inc.,"TP-LINK TECHNOLOGIES CO.,LTD.",1,111.0,10.0,980.0,110.0,5.0,490.0,110.0,5.0,490.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,98.0,smart_speaker,8.82882882882883,0.09009009009009,4.454545454545454,0.0454545454545454,4.454545454545454,0.0454545454545454
36428,Withings,"TP-LINK TECHNOLOGIES CO.,LTD.",6,860.0,9.0,1196.0,860.0,6.0,725.0,584.0,3.0,471.0,66.0,132.88888888888889,128.99946166985006,387.0,66.0,120.83333333333334,130.433763522589,387.0,66.0,157.0,150.74150058958548,331.0,smart_camera,1.3906976744186046,0.0104651162790697,0.8065068493150684,0.0051369863013698,0.8430232558139535,0.0069767441860465
37398,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,15.0,2.0,312.0,1.0,1.0,85.0,1.0,1.0,227.0,85.0,156.0,100.40916292848976,227.0,85.0,85.0,0.0,85.0,227.0,227.0,0.0,227.0,computer,20.8,0.1333333333333333,227.0,1.0,85.0,1.0
38279,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,3.0,2.0,330.0,1.0,1.0,74.0,1.0,1.0,256.0,74.0,165.0,128.69343417595164,256.0,74.0,74.0,0.0,74.0,256.0,256.0,0.0,256.0,computer,110.0,0.6666666666666666,256.0,1.0,74.0,1.0
38328,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,5.0,2.0,493.0,1.0,1.0,86.0,1.0,1.0,407.0,86.0,246.5,226.98127676088177,407.0,86.0,86.0,0.0,86.0,407.0,407.0,0.0,407.0,computer,98.6,0.4,407.0,1.0,86.0,1.0
38329,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,6.0,2.0,289.0,1.0,1.0,77.0,1.0,1.0,212.0,77.0,144.5,95.45941546018392,212.0,77.0,77.0,0.0,77.0,212.0,212.0,0.0,212.0,computer,48.16666666666666,0.3333333333333333,212.0,1.0,77.0,1.0
38369,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,9.0,2.0,552.0,1.0,1.0,92.0,1.0,1.0,460.0,92.0,276.0,260.2152954766495,460.0,92.0,92.0,0.0,92.0,460.0,460.0,0.0,460.0,computer,61.333333333333336,0.2222222222222222,460.0,1.0,92.0,1.0
38780,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",6,116285.0,20.0,8111.0,116285.0,10.0,1668.0,116274.0,10.0,6443.0,66.0,405.55000000000007,508.8529386354124,1514.0,66.0,166.8,209.37674709055497,565.0,66.0,644.3,613.2895002452847,1514.0,computer,0.0697510426968224,0.0001719912284473,0.0554122159726164,8.60037497634897e-05,0.0143440684525089,8.599561422367459e-05
39009,Hewlett Packard,IPV6 Multicast,58,119687.0,2.0,172.0,119687.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,smart_printer,0.0014370817214902,1.671025257546768e-05,0.0,0.0,0.0014370817214902,1.671025257546768e-05
39321,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,8.0,2.0,256.0,1.0,1.0,88.0,1.0,1.0,168.0,88.0,128.0,56.56854249492381,168.0,88.0,88.0,0.0,88.0,168.0,168.0,0.0,168.0,computer,32.0,0.25,168.0,1.0,88.0,1.0
39343,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,3.0,2.0,326.0,1.0,1.0,77.0,1.0,1.0,249.0,77.0,163.0,121.62236636408618,249.0,77.0,77.0,0.0,77.0,249.0,249.0,0.0,249.0,computer,108.66666666666669,0.6666666666666666,249.0,1.0,77.0,1.0
39512,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,4.0,2.0,313.0,1.0,1.0,71.0,1.0,1.0,242.0,71.0,156.5,120.91525958289962,242.0,71.0,71.0,0.0,71.0,242.0,242.0,0.0,242.0,computer,78.25,0.5,242.0,1.0,71.0,1.0
39657,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",6,205.0,26.0,6640.0,205.0,15.0,1532.0,202.0,11.0,5108.0,66.0,255.38461538461544,427.3597151742852,1484.0,66.0,102.13333333333334,69.32003077514223,265.0,66.0,464.3636363636364,605.4709361690738,1484.0,computer,32.390243902439025,0.1268292682926829,25.287128712871286,0.0544554455445544,7.473170731707317,0.073170731707317
39693,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",6,30824.0,10.0,1169.0,30824.0,6.0,722.0,30818.0,4.0,447.0,66.0,116.9,107.2488798180299,380.0,66.0,120.33333333333331,127.30069389703525,380.0,66.0,111.75,86.24915458522864,241.0,computer,0.0379249935115494,0.0003244225279003,0.0145045103510935,0.0001297942760724,0.0234233065144043,0.0001946535167402
39765,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,143.0,2.0,387.0,1.0,1.0,93.0,1.0,1.0,294.0,93.0,193.5,142.12846301849606,294.0,93.0,93.0,0.0,93.0,294.0,294.0,0.0,294.0,computer,2.7062937062937062,0.0139860139860139,294.0,1.0,93.0,1.0
39807,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",6,419.0,36.0,11024.0,419.0,20.0,2191.0,413.0,16.0,8833.0,66.0,306.2222222222222,467.41337538849217,1484.0,66.0,109.55,102.53393533234174,483.0,66.0,552.0625,616.7811571646246,1484.0,computer,26.310262529832936,0.0859188544152744,21.387409200968523,0.0387409200968523,5.229116945107399,0.0477326968973747
40133,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,136106.0,20.0,2585.0,135933.0,10.0,1332.0,135933.0,10.0,1253.0,66.0,129.25000000000003,98.40457573871142,362.0,66.0,133.2,101.48431734345296,362.0,66.0,125.3,100.54413071990936,349.0,mobile,0.0189925499243236,0.0001469442934183,0.0092177764045522,7.356565366761566e-05,0.0097989450685264,7.356565366761566e-05
40152,"Apple, Inc.","TP-LINK TECHNOLOGIES CO.,LTD.",17,12.0,2.0,357.0,1.0,1.0,88.0,1.0,1.0,269.0,88.0,178.5,127.9863273947651,269.0,88.0,88.0,0.0,88.0,269.0,269.0,0.0,269.0,computer,29.75,0.1666666666666666,269.0,1.0,88.0,1.0
40390,"Samsung Electronics Co.,Ltd","TP-LINK TECHNOLOGIES CO.,LTD.",6,127.0,23.0,8178.0,115.0,12.0,1339.0,114.0,11.0,6839.0,54.0,355.5652173913043,507.2495195648924,1514.0,66.0,111.58333333333331,76.9716102720918,268.0,54.0,621.7272727272727,640.4595367248568,1514.0,mobile,64.39370078740157,0.1811023622047244,59.99122807017544,0.0964912280701754,11.643478260869566,0.1043478260869565
40640,"Samsung Electronics Co.,Ltd",IPV6 Multicast,58,86187.0,2.0,172.0,86187.0,2.0,172.0,1.0,0.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,mobile,0.0019956605984661,2.3205355796117743e-05,0.0,0.0,0.0019956605984661,2.3205355796117743e-05
40911,"Samsung Electronics Co.,Ltd",Netatmo,6,4.0,2.0,120.0,1.0,1.0,66.0,1.0,1.0,54.0,54.0,60.0,8.48528137423857,66.0,66.0,66.0,0.0,66.0,54.0,54.0,0.0,54.0,mobile,30.0,0.5,54.0,1.0,66.0,1.0
